page,paragraph,image_name
440,"def apply_to_list(some_list, f):     return [f(x) for x in some_list]",
440,"ints = [4, 0, 1, 5, 6] apply_to_list(ints, lambda x: x * 2)",
440,"You could also have written  [x * 2 for x in ints] , but here we were able to succintly pass a custom operator to the  apply_to_list  function.",
440,"As another example, suppose you wanted to sort a collection of strings by the number of distinct letters in each string:",
440,"In [492]: strings = ['foo', 'card', 'bar', 'aaaa', 'abab']",
440,Here we could pass a lambda function to the list’s  sort  method:,
440,In [493]: strings.sort(key=lambda x: len(set(list(x)))),
440,"In [494]: strings Out[494]: ['aaaa', 'foo', 'abab', 'bar', 'card']",
440,One reason lambda functions are called anonymous functions is that the function object itself is never given a name attribute.,
440,424 | Appendix:   Python Language Essentials,
441,Closures: Functions that Return Functions,
441,"Closures are nothing to fear. They can actually be a very useful and powerful tool in the right circumstance! In a nutshell, a closure is any  dynamically-generated  function returned by another function. The key property is that the returned function has access to the variables in the local namespace where it was created. Here is a very simple example:",
441,def make_closure(a):     def closure():         print('I know the secret: %d' % a)     return closure,
441,closure = make_closure(5),
441,"The difference between a closure and a regular Python function is that the closure continues to have access to the namespace (the function) where it was created, even though that function is done executing. So in the above case, the returned closure will always print  I know the secret: 5  whenever you call it. While it’s common to create closures whose internal state (in this example, only the value of  a ) is static, you can just as easily have a mutable object like a dict, set, or list that can be modified. For example, here’s a function that returns a function that keeps track of arguments it has been called with:",
441,def make_watcher():     have_seen = {},
441,    def has_been_seen(x):         if x in have_seen:             return True         else:             have_seen[x] = True             return False,
441,    return has_been_seen,
441,Using this on a sequence of integers I obtain:,
441,In [496]: watcher = make_watcher(),
441,"In [497]: vals = [5, 6, 1, 5, 1, 6, 3, 5]",
441,"In [498]: [watcher(x) for x in vals] Out[498]: [False, False, False, True, True, True, False, True]",
441,"However, one technical limitation to keep in mind is that while you can mutate any internal state objects (like adding key-value pairs to a dict), you cannot  bind  variables in the enclosing function scope. One way to work around this is to modify a dict or list rather than binding variables:",
441,def make_counter():     count = [0]     def counter():,
441,Functions | 425,
442,        # increment and return the current count         count[0] += 1         return count[0]     return counter,
442,counter = make_counter(),
442,"You might be wondering why this is useful. In practice, you can write very general functions with lots of options, then fabricate simpler, more specialized functions. Here’s an example of creating a string formatting function:",
442,"def format_and_pad(template, space):     def formatter(x):         return (template % x).rjust(space)",
442,    return formatter,
442,You could then create a floating point formatter that always returns a length-15 string like so:,
442,"In [500]: fmt = format_and_pad('%.4f', 15)",
442,In [501]: fmt(1.756) Out[501]: '         1.7560',
442,"If you learn more about object-oriented programming in Python, you might observe that these patterns also could be implemented (albeit more verbosely) using classes.",
442,"Extended Call Syntax with *args, **kwargs",
442,"The way that function arguments work under the hood in Python is actually very sim- ple. When you write  func(a, b, c, d=some, e=value) , the positional and keyword arguments are actually packed up into a tuple and dict, respectively. So the internal function receives a tuple  args  and dict  kwargs  and internally does the equivalent of:",
442,"a, b, c = args d = kwargs.get('d', d_default_value) e = kwargs.get('e', e_default_value)",
442,"This all happens nicely behind the scenes. Of course, it also does some error checking and allows you to specify some of the positional arguments as keywords also (even if they aren’t keyword in the function declaration!).",
442,"def say_hello_then_call_f(f, *args, **kwargs):     print 'args is', args     print 'kwargs is', kwargs     print(""Hello! Now I'm going to call %s"" % f)     return f(*args, **kwargs)",
442,"def g(x, y, z=1):     return (x + y) / z",
442,Then if we call  g  with  say_hello_then_call_f  we get:,
442,426 | Appendix:   Python Language Essentials,
443,"In [8]:  say_hello_then_call_f(g, 1, 2, z=5.) args is (1, 2) kwargs is {'z': 5.0} Hello! Now I'm going to call <function g at 0x2dd5cf8> Out[8]: 0.6",
443,Currying: Partial Argument Application,
443,"Currying  is a fun computer science term which means deriving new functions from existing ones by  partial argument application . For example, suppose we had a trivial function that adds two numbers together:",
443,"def add_numbers(x, y):     return x + y",
443,"Using this function, we could derive a new function of one variable,  add_five , that adds 5 to its argument:",
443,"add_five = lambda y: add_numbers(5, y)",
443,The second argument to  add_numbers  is said to be  curried . There’s nothing very fancy here as we really only have defined a new function that calls an existing function. The built-in  functools  module can simplify this process using the  partial  function:,
443,"from functools import partial add_five = partial(add_numbers, 5)",
443,"When discussing pandas and time series data, we’ll use this technique to create speci- alized functions for transforming data series",
443,"# compute 60-day moving average of time series x ma60 = lambda x: pandas.rolling_mean(x, 60)",
443,# Take the 60-day moving average of of all time series in data data.apply(ma60),
443,Generators,
443,"Having a consistent way to iterate over sequences, like objects in a list or lines in a file, is an important Python feature. This is accomplished by means of the  iterator proto- col , a generic way to make objects iterable. For example, iterating over a dict yields the dict keys:",
443,"In [502]: some_dict = {'a': 1, 'b': 2, 'c': 3}",
443,"In [503]: for key in some_dict:    .....:     print key, a c b",
443,"When you write  for key in some_dict , the Python interpreter first attempts to create an iterator out of  some_dict :",
443,In [504]: dict_iterator = iter(some_dict),
443,Functions | 427,
444,In [505]: dict_iterator Out[505]: <dictionary-keyiterator at 0x10a0a1578>,
444,"Any iterator is any object that will yield objects to the Python interpreter when used in a context like a  for  loop. Most methods expecting a list or list-like object will also accept any iterable object. This includes built-in methods such as  min ,  max , and  sum , and type constructors like  list  and  tuple :",
444,"In [506]: list(dict_iterator) Out[506]: ['a', 'c', 'b']",
444,"A  generator  is a simple way to construct a new iterable object. Whereas normal func- tions execute and return a single value, generators return a sequence of values lazily, pausing after each one until the next one is requested. To create a generator, use the yield  keyword instead of  return  in a function:",
444,"def squares(n=10):     for i in xrange(1, n + 1):         print 'Generating squares from 1 to %d' % (n ** 2)         yield i ** 2",
444,"When you actually call the generator, no code is immediately executed:",
444,In [2]: gen = squares(),
444,In [3]: gen Out[3]: <generator object squares at 0x34c8280>,
444,It is not until you request elements from the generator that it begins executing its code:,
444,"In [4]: for x in gen:    ...:     print x,    ...: Generating squares from 0 to 100 1 4 9 16 25 36 49 64 81 100",
444,"As a less trivial example, suppose we wished to find all unique ways to make change for $1 (100 cents) using an arbitrary set of coins. You can probably think of various ways to implement this and how to store the unique combinations as you come up with them. One way is to write a generator that yields lists of coins (represented as integers):",
444,"def make_change(amount, coins=[1, 5, 10, 25], hand=None):     hand = [] if hand is None else hand     if amount == 0:         yield hand     for coin in coins:         # ensures we don't give too much change, and combinations are unique         if coin > amount or (len(hand) > 0 and hand[-1] < coin):             continue",
444,"        for result in make_change(amount - coin, coins=coins,                                   hand=hand + [coin]):             yield result",
444,The details of the algorithm are not that important (can you think of a shorter way?). Then we can write:,
444,428 | Appendix:   Python Language Essentials,
445,"In [508]: for way in make_change(100, coins=[10, 25, 50]):    .....:     print way [10, 10, 10, 10, 10, 10, 10, 10, 10, 10] [25, 25, 10, 10, 10, 10, 10] [25, 25, 25, 25] [50, 10, 10, 10, 10, 10] [50, 25, 25] [50, 50]",
445,In [509]: len(list(make_change(100))) Out[509]: 242,
445,Generator expresssions,
445,"A simple way to make a generator is by using a  generator expression . This is a generator analogue to list, dict and set comprehensions; to create one, enclose what would other- wise be a list comprehension with parenthesis instead of brackets:",
